comments,id,value,user_id
Can't test as the link to the deployed application is not given nor the screencast video link is provided. Please include either of them.,1203110,1,8075
the features added seem to be running good .,1207474,-1,8075
"Student dashboard   Please see the dashboard. The UI elements are not properly aligned. The title ""Current Assignments"" is not where it should be. ",1203812,1,8075
Couldn't test it manually as no link/guide provided for the same.,1204915,1,8075
The code works as it should.,1205408,-1,8075
Whether the task is due is determined by a date str and it may be go wrong under different timezone.,1208029,1,8075
Thee writeup page is concise and easy to understand but there is no insight into the code.,1208784,1,8075
Screenshots are missing under Test Plan section.,1206508,1,8075
Writeup is readable and written properly. Team could have added code snippet and pictures of changed or improved functionality. Also team could work upon formatting and could also add links and references.,1206160,1,8075
"Please include the code snippet that was changed and also a screenshot of the view before and after the change.  Also, Please provide the link to the pull request and not the repo created. Good written explanation of the changes done in WIKI.",1203100,1,8075
The wiki documentation has been updated. All the information has been documented in a neat and logical manner. The write up adequately provides what functionality the work is related to. The project changes to the code have been described in paragraphs which could have been better if they could have updated with code snippets and screen shots of the tasks at hand.,1207464,-1,8075
"Wiki has been well written, with enough clarity and description",1203802,-1,8075
It is clear what the project does and why it does it.,1204905,-1,8075
The writeup is clear. It is easy to understand what the project does. It would be better if you can put in more code details and major pieces that do the important logic.,1205398,1,8075
The writeup is pretty clear.,1204290,-1,8075
"The test plan section is present, and it is covering all the scenarios.",1208787,-1,8075
"Wiki page does talk about test plan. But it is explained in brief, but no details of test scenarios or testing technology to be used.  ",1206163,1,8075
Few test cases are missing context and it block so it is difficult to understand what the test case is doing unless you read the entire code.,1203103,1,8075
They seem to have included a testing plan have mentioned it in their report. They seem to have considered edge cases and other possibilities.,1207467,-1,8075
"I could think of 1 missing test case, where an assignment due date changes from future to past, that assignment should now appear in the past assignment section,   apart from this test case, all edge cases have been covered.",1203805,1,8075
"Not much has been explained about the test plan. The authors have, however, explained how they will be going about the testing in general. An overview is provided which is clear to understand.",1204908,1,8075
"It feels like test plan only covers one aspect - ""changing of the background color for tasks as we approach the deadline.""   here are other aspects which can be automated for testing, perhaps by Rspec or the likes:  Add past due assignments to the student’s task list (on Student View). -- Verify if they are being added/saved Check for correction in due dates of assignments (when an assignment’s due date is edited, it should be appropriately moved from the “Past assignments” list to the “Current Assignments” list if needed) --- Check if the functionality works. On Student Task page, separate the list of 'teamed with' students from the current tasks box. -- test if this works Write the required tests before implementing/refactoring the methods in the above-mentioned classe ",1205401,1,8075
"More details are expected in the Test Plan like edge cases, normal cases.",1208022,1,8075
There is no edge case.,1204293,1,8075
The writeup explains everything regarding why and how the steps were carried out.,1208785,1,8075
"Yes, Writeup explains the approach taken by team to solve the issue, theoretically. Team could have explained the issues and resolution practically. Also no design pattern or principle were used.",1206161,1,8075
It only explains how they did but not why they did. The various approach could have been mentioned in the WIKI.,1203101,1,8075
The authors have documented the steps they did to solve the issues. Although they haven't mentioned any particular design principles or design thinking that went on in solving the issues. They should have  explained all the functionalities of each file they have modified and stated why they have modified the particular file. One thing they could have added were class diagrams and dependency maps. Or some pictorial representation of the flow of each task which will help the reviewers and instructors to quickly catch up on their idea.,1207465,1,8075
"Wiki has been well written, with enough clarity and description",1203803,-1,8075
They have explained how they have implemented each task by adding/editing files.,1204906,-1,8075
"The writeup only tells what is to be done and how it is done. The rational behind choosing the approach is not mentioned, neither are any of the principles mentioned.",1205399,1,8075
"It is better to state the change of the feature or added feature with diagram to show the difference, to state what remains the same and what is added or update understand certain circumstances. ",1208020,1,8075
"Yes, the writeup explains what the authors did.",1204291,-1,8075
I do not see any changes made to the spec folder in this repo so it would appear no tests have been written.,1204673,1,8031
Could not find any test cases. The team should implement test cases for the issues they've fixed.,1208658,1,8031
 They did not do any automated tests.    ,1205961,1,8031
The code is not commented which they can for future developers to understand better. ,1205355,1,8031
There were no test files added in the pull request,1207764,1,8031
There is no automated tests about the test plan were found. It seems the tests were all done by themselves.,1204685,1,8031
Mostly looks good. Can change names like this is_selfreview_enabled to is_self_review_enabled and assignment_form_assignment_num_metareviews_allowed to assignment_form_assignment_num_meta_reviews_allowed. selfreview shouldn't be a single string.,1205353,-1,8031
I couldn't get it to build but because rails repeatedly failed to find the config.yml. I don't think this is your fault,1204671,1,8031
The code seems to have been well written with the reasonable variable names.,1208656,-1,8031
 Their code is clear and reasonable.    ,1205959,-1,8031
The code changes are majorly html changes and not Ruby changes,1207762,-1,8031
The names suggest the functions properly.,1204683,-1,8031
"The team should give more comments for the review strategy part, especially for the ruby codes part to help viewers understand what is going on.",1204684,1,8031
 Maybe some more comments will be helpful.    ,1205960,-1,8031
Its nicely written and follows dry principle. They have used existing functions where required.,1205354,-1,8031
The code changes are majorly html changes and not Ruby changes The DRY principle explained in the document is clear and talks about DRY being handled,1207763,-1,8031
The code is well written and follows DRY principle.,1208657,-1,8031
The features seem to work well,1208659,-1,8031
"They haven't deployed it but have shown in the video and documentation the edge cases, so i think it might just work.",1205356,-1,8031
The features are working good as shown in the screencast,1207765,-1,8031
"They did not deploy their code on a server so I cannot test it manually. However, they upload a video about their work and all the function seems work well.",1205962,1,8031
The codes work well as the team described in wiki.,1204686,-1,8031
"The project has been explained in great detail. Just feel instead of using issue numbers, if the team had explained the issue in brief before elaborating on it, that would have been great.",1208649,-1,8031
no URL for testing,1205182,1,8031
"The review is clear and explanatory. They have discussed all the essential topics needed - Test plans, MVC, DRY principles. ",1207755,-1,8031
"They have explained every aspect of the project really well. Plus the video also show the changes they have done. One thing you can add is audio in your screencast videos, telling what is being done so that its easy for the user to understand.",1205346,-1,8031
"The team gave clear explanation of what functions include in this project. Besides, they gave some examples to help us to understand how the functions work and should work in the system , so I can point out the issue easily by following their instruction.",1204676,1,8031
 They explained the problem very well.    ,1205952,-1,8031
The test plan seems to be good as they've included test plan for every issue.,1208652,-1,8031
Good detail covering how you test different issues in the code.,1204667,-1,8031
"The test plan has covered various cases and completely explainable in simple terms Small suggestion, The first paragraph could have been itemized for easier understanding.",1207758,-1,8031
Yes they have explained everything in detail.,1205349,-1,8031
 They showed their work with screenshots which contain some edge cases.    ,1205955,-1,8031
"For the first two issues, the team gave different conditions but no codes or demos are presented in the wiki for this test, I can only know the results by the description. For the later issues, the team gave the comparison between the old version and new version, which is easy to understand.",1204679,1,8031
"The team has a good understanding of the code and issues, they found there are two issues fill in the same category and gives good explanation of what jobs the code they have added do.",1204677,-1,8031
"Yes, The authors have done a great job in explaining their work with code snippets.",1208650,-1,8031
Good job explaining your work and talking about staying dry.,1204665,-1,8031
They have discussed everything. The way they have split the features and explained it one by one with the code is good.,1207756,-1,8031
They have explained everything nicely. I don't think any specific design pattern needs to be followed here and they have mentioned as well that they are not following any as such.,1205347,-1,8031
 They explained what design pattern they use but not how they use them.    ,1205953,1,8031
The overall structure of the code looks good and all the coding standards have been followed.,1213833,-1,8031
"Most code changes were on UI, and written perfectly. No commits after first deadline, so same as first review.  ",1213113,-1,8031
"Naming is good. There are few names(eg. is_selfreview_enabled ) which don't seem fine but they were from before, any thing new that has been added by them follows proper naming convention.",1212046,1,8031
 I think their code is well written.   ,1213959,-1,8031
No new code was committed during the second round. This could be due to the fact that the team finished their code at the end of the first round itself.,1213834,-1,8031
No new commits.,1213114,-1,8031
"The code has almost no comments. I found some lint, particularly some commented-out blocks of code. ",1214037,1,8171
"Code looks good apart from a lot of commented code. If that is written by the team and was not already present, then it should be removed if not used before submitting pull requests.",1212802,1,8171
"No, but all the functionalities are working fine from 1st review itself.",1212047,-1,8031
 There are no new commits.   ,1213960,-1,8031
"In the first round the team had only created the two Web IDL  files namely OffScreenCanvas.webidl and OffScreenCanvasRenderingContext2D.webidl; which are the interface files which define the implementation in the corresponding files offscreencanvas.rs and offscreenrenderingcontext2d.rs. In this round the team has implemented the functionalities described in the two Web IDL files in offscreencanvas.rs and offscreenrenderingcontext2d.rs. The offscreencanvas.rs interacts with the javascript and hence has the constructor with attributes height and width; a method getContext() to return the reference to OffscreenCanvasRenderingContext2d; and a reflector object for garbage collection. The offscreenrenderingcontext2d.rs file does not interact directly with Javascript and does not have a constructor or reflector object. It has the code to build the offscreencanvas object.  On inspection, the variable and method names used in the code are intuitive. But the main issue is that the name of the webidl file OffScreenCanvasRenderingContext2D.webidl and corresponding Rust file offscreenrenderingcontext2d.rs don't match. The team could have formatted the code appropriately for readable indentation. There are not many comments that give a high level description of the code. Instead there are some instances of unnecessary code that has been commented. The code is indeed DRY.",1212179,-1,8171
"No new commits made during the second round, as the functionality seems completed in the first round itself.",1213904,-1,8031
There is no new commits during the 2nd round.,1212852,-1,8031
"The code seems to be good. It follows the principle of good design. Even though I do not know RUST, the use of variable names was very intuitive.",1213211,-1,8171
"The code is very well written, there are no bad names or long and complicated functions. However, there are no proper comments that have been provided for the viewers understanding. One suggestion would be to include some comments for better understanding.",1212109,1,8171
"The code doesn't make sense to me, someone who isn't familiar with this project, but it does seem to be formatted well.",1212207,-1,8171
Could not find any test cases. The team seem to have made changes to only the views. The team should implement test cases for the issues they've fixed.,1213836,1,8031
There are only minor modifications and they are well written. I don't think there is any other way it could be done. ,1213204,-1,8072
The code changes are majorly on html files. Capybara could have been used to test the functionalities The code coverage has increased overall.,1213116,-1,8031
 There is no new test and the coverage did not increase.   ,1213962,-1,8031
"Yes, there is ",1214276,-1,8171
New code was committed but all at once on the same day.,1212803,1,8171
"Tests have been thoroughly and very well performed. Also, well documented. ",1212049,-1,8031
The code seems to be written well. The Ruby style guide is followed.,1213988,-1,8072
Team added elaborate Test plans and implementation for their test cases.,1213906,-1,8031
"The team provides some test cases, but it seems the tests were all done themselves and they didn't write codes for it and make it automatic. The test shows the feature work properly.",1212854,1,8031
Some commits were made to rectify old errors and get an approved pull request,1212356,-1,8171
There wasn't any link provided to check if the UI was working fine. But there was a video showing the project successfully running. And also the tests did seem to cover almost all the scenarios.,1213837,1,8031
The code has been modified to include the modifications requested (test cases added for failing scenarios and edge cases - two assignments with same name) in my previous review. Appreciated! Overall the code quality is good. Only some variable names are ambiguous for example: check_validate.  What does it validate? Name it like validate_same_name or validate_common_directory etc,1212683,1,8072
 Everything works like expected.   ,1213963,-1,8031
"Yes it works as intended. From the video, it seems everything is working fine.",1212050,-1,8031
"No deployment link was provided, but from the video and tests they provided, the features works as intended.",1212855,1,8031
"Yes, new code has been committed in the 2nd round. The team has essentially implemented the offscreencanvas.rs and offscreenrenderingcontext2d.rs. offscreencanvas.rs is respondible for implementing the OffscreenCanvas.webidl. This interacts directly with javascript and when a new instance of offscreencanvas is created, it calls the constructor with arguments height and width which in turn calls the new method defined in this file. It also contains the reflector object that tells the Javascript garbage collector to ignore the canvas object while clearing memory. Additionally, it has the implementation of the getContext() method that returns a weak reference to OffscreenCanvasRenderingContext2d, which is responsible for doing background rendering task. offscreenrenderingcontext2d.rs has the implementation of OffscreenCanvasRenderingContext2D. It does not interact directly with JavaScript, so it does not have the Constructor or reflector. The functionality to build an offscreencanvas object has been implemented in this file.  ",1212180,-1,8171
"Since, the git repo link of their hasn't been given it can't be certainly said how well the code has been written. But going by their video in which they have meticulously explained step by step what they have done, I would day It is reasonably well executed and follows the Ruby style conventions. ",1213043,1,8072
Yes there new commits in round 2.,1213212,-1,8171
"The writeup has been pretty well written by the team. Introduction to the problem statement, the implementation details, and the test plans have been stated.  ",1213838,-1,8031
Some small coding guideline related problems are there which can be addressed.,1211807,1,8072
"There are commits on a single day, that is yesterday. One suggestion would be to commit regular progress on the git. ",1212110,1,8171
"The writeup is accurate and sufficient, the team gives clear explanations for the whole project and the process to realize it. For the point that is not easy to understand, they provided some examples and use mathematics method to support the explantation, which makes the read easily.",1212856,-1,8031
Several new commits were added during the second round.,1212208,-1,8171
"The writeup is elaborate, well written, with proper description of the test cases with screenshots and steps for each issue.",1213908,-1,8031
" Overall, I think the write up is good and clear.   ",1213964,-1,8031
"Well documented and explained with good amount of screenshots. Also the video length has been reduced to only whatever needs to be shown, which is great.",1212051,-1,8031
The authors have improved the writeup based on the suggestions from first review.  It is more precise and self explanatory. The background is lot clear after the first review.,1213118,-1,8031
The tests were mentioned in the report but not in the pull request. There was also no coverage information. The approach looks good though.,1214040,1,8171
The team has made a great improvement with respect to the previous submission. The code is brief and easy to understand.,1212011,-1,8072
"The code is well written but it can use comments to help explain what the code is doing. For e.g. the code below is hard to understand:           if quesparams[:assignment][:directory_path] == """" and quesparams[:check_validate] == ""on""             quesparams[:assignment][:directory_path] = ""#{quesparams[:assignment][:name]}_#{quesparams[                 :assignment][:id]}_#{quesparams[:assignment][:course_id]}""           end",1211758,1,8072
I do feel the code can be deployed to the production server once a few test cases have been implemented by the team.,1213839,-1,8031
Test cases are yet to be added,1212358,-1,8171
The changes can be deployed to production server.,1213119,-1,8031
"Yes, it works as intended and code follows the ruby guidelines, the documentation is well explanatory.",1212052,-1,8031
 I think this code is ready to be deployed onto the server.   ,1213965,-1,8031
The features work properly but still need more tests to test the functions.,1212857,1,8031
"The suggestions have not been improved. Comments aren't explanatory and does not give an idea about what the author intended to do. It would be good to include meaningful comments. Debug code is still in the commit. Even though we may used debug code like the puts statement, we should not commit these as they could create junk data in the application log. Please consider removing them.",1214128,1,8072
The team have done a great job and passed all their tests.,1213835,-1,8031
The team has suggested 2 methods to test. The first and the recommended method is using the existing automated tests for OffScreenCanvas feature. A new offscreen-canvas directory was added to tests and a new .ini file enables the new preference. The second approach is writing own test cases and a sample HTML file can be used to test if the OffscreenCanvas is rendered.,1212182,-1,8171
Travis CI has passed.,1213115,-1,8031
"Every thing has passed, there is no conflict or build fail.",1212048,-1,8031
No test cases as this wasn't a testing project.,1213214,-1,8171
" Yes, the build pass in Travis CI.   ",1213961,-1,8031
The build passed with no conflicts in Travis CI.,1213905,-1,8031
The build passes,1212853,-1,8031
"In the test plan section and on Git also I found no test cases written. There is testing done, however it is not what was desired.",1212112,-1,8171
"I don't see any tests added by this team, although they do mention that their code additions were not particularly testable except with the existing automatic tests, which they enabled.",1212210,1,8171
The code was well written even in the first round.,1213246,-1,8028
"I don not think their code is good, because they did not solve the problems existing in the first round.",1214198,1,8028
The present test cases appear to be written fine.,1211557,-1,8028
"No, the authors didn't improve the code.",1212053,-1,8028
The build fails so this project will not work in its current state. There were instructions however on how to set up the project and show that it is working.,1214041,1,8171
Variable names and test cases are named appropriately. Explanation of reasons for the style of code and problem solving approach is lacking.,1214499,1,8028
Some parts of the code are still left to be implemented,1212359,1,8171
 It's fine to good. I wish y'all would have posted a link to your repo in stead of the pull request.,1213917,1,8028
To test the system operation the project has to be built and run. The Sample HTML file was used to render a Test Canvas as given in the Wiki,1212183,-1,8171
No new commits have been made in the 2nd round,1213247,0,8028
No link was given to the demo of the project.,1213215,1,8171
the latest commit is on 2nd of Nov.,1211942,1,8028
When tested the project does what was desired to be done.,1212113,-1,8171
"No, they did not commit new code.",1214199,1,8028
This system doesn't have a UI I can view as it seems to be a browser add on.,1212211,1,8171
No new commits in the second round.,1211558,1,8028
"The authors made a solid attempt at improving the writeup. However, there are still some issues. DOM was left undefined and the code was separated from the descriptions.",1214042,-1,8171
The wiki is quite comprehensive and gives the build steps clearly. It could also include a more basic explanation in layman terms about what the OffScreenCanvas API does,1212360,1,8171
"Write up is good, with code flow diagram and test plan (pull request).",1212807,-1,8171
 No new code was committed during the 2nd round of resubmission.,1213918,-1,8028
The Wiki is pretty much strong with plenty of info.,1214280,-1,8171
"Yes since it was a unit test assignment, tests have been added and overall coverage has increased",1213249,-1,8028
I cannot find any new test cases.,1211944,1,8028
"No, they did not add new test case",1214201,1,8028
"Coverage went up by 8.4%, according to coveralls.",1211560,-1,8028
"The write-up is lucid and has now incorporated the changes that were made in the round 2. It starts off by introducing Servo, Rust, OffScreenCanvas, web worker, Web IDL. The authors then describe the code flow using a flow chart which was really appealing. I especially liked the Under the hood section, which elucidated the files (OffscreenCanvas.webidl, OffscreenCanvasRenderingContext2D.webidl, offscreencanvas.rs and offscreenrenderingcontext2d.rs) that they modified/created in this project and their functionalities concisely. The write up then includes the code from the above four files and finally ends with the test plan with 2 approaches, links to pull request and references.",1212184,-1,8171
 No the team did not add any new test cases. Coverage is low.,1214502,1,8028
The write-up is good. I liked the use of the flow-chart to explain the flow of their code and explain the functionality. I think that this was the first write-up that used a flowchart.,1213216,-1,8171
 They added all the test cases! There is so much coverage now!,1213920,-1,8028
Overall coverage was increased by 8+ percentage. ,1212868,-1,8028
The writeup is the best part about the project. It describes clearly what and how the work is done. One can clearly understand their working strategy from the writeup.,1212114,-1,8171
"The tests cover all the scenarios. Given that the problem statement is pretty open-ended, the changes fulfil the purpose.",1213250,-1,8028
"Yes, It works .",1214202,-1,8028
"Only 34% of the lines of code in review_response_map.rb were covered, according to their video. This is much lower than the 90% required by the project descriptions.",1211561,1,8028
Not cover all the scenarios.,1212057,1,8028
" No, changes made from last review.",1214503,1,8028
"I think it covers all of the scenarios, but don't quote me. I don't have a great understanding of review response map.",1213921,-1,8028
"Although the write up clearly explains the problem statement and also contains the changes made, it doesn't include the test plan which would give a clearer picture of the changes added.",1213251,1,8028
"basically, it is good. however, i cannot find the test paln, and some explanation is not complete.",1211946,1,8028
"No, it is not good at all, they didn't explain the functionality of their test code.",1214203,1,8028
" The authors have included the different tests that they wrote, however a description of what the test is testing would be helpful.",1214504,1,8028
"Y'all did the least possible work, AND put it on wikipedia instead of the expertiza wiki.",1213922,1,8028
No test plan,1211805,1,8028
"Since it is a unit test project with well-written tests, I don't see any issues why it can't be deployed to production",1213252,-1,8028
the test examples they showed are good. ,1211947,-1,8028
"No, they code is not complete, and many cases are not covered.",1214204,1,8028
"34% is better than nothing, but it's still a far-cry from a complete unit test suite for the review_response_map model. I'd recommend it be merged, but it needs to be completed.",1211563,1,8028
"Still 25 issues, checked by codeclimate, to fix",1212059,1,8028
" The build does not pass. Also, the coverage is very low. Not many testcases.",1214505,1,8028
"It's probably fine if the integration tests can be resolved, and the code smells from code climate can be fixed.",1213923,1,8028
The biggest concern are the simple code climate issues.,1212871,1,8028
The build is passing successfully,1213248,-1,8028
"No, they did not pass Travis Ci. ",1214200,1,8028
Passed Travis but had many lingering CodeClimate failures.,1211559,1,8028
" The project does not pass the Travis CI integration tests. I looked at its output, and I cannot tell how significant the failure is. Maybe its an easy fix?",1213919,1,8028
"The reason to give 3 is that there are certain simple code climate issues regarding spaces, indentation and so. These are easy to fix and are related to code quality.",1212867,1,8028
"They have kept up to the standards of the goof coding practice , like they have given reasonable  variables names and functions name which makes it easy to understand what is the function supposed to do. However, they haven't added the comments",1213134,1,8062
There is some repetition of code but overall code quality is ok. There are some comments from the professor which should have been addressed.  ,1212837,1,8062
"There were some issues which I reported regarding comments and Notice messages displayed to User which needs to be improved. But they haven't been incorporated. It is not a blocker but definitely an important change to improve User Experience and better code readability. For example, In submitted_content controller there is a comment which says sending email to users. However it is just a method call which redirects it to delayed_mailer.rb. So this should be properly mentioned as it will be helpful for someone refactoring or understanding the code later.",1212172,1,8062
"Yes, I feel the code is written in a good format. I checked the changes made by the authors and didn't find any bad naming or anything else.",1213422,-1,8062
"The code was well-written in the first round itself. The method names, variabble names and class names are intuitive and suggestive of the functionality.",1214065,-1,8062
The code is well written. No issues with naming conventions/coding style.,1212390,-1,8062
"Impressed by the coding and the way the solution was implemented. They implemented a complex feature in simple lines of code. Coding standard has been followed, naming conventions are followed and code is formatted. ",1213698,-1,8062
The code is written really well. The professor frequently advised the team to improve the naming conventions as seen from the comments in the Pull Request. Suggestions: I still feel that the function review_reminder_email is a bit longer. ,1213536,-1,8062
yes new code was committed during the second round,1213135,-1,8062
There are 2 commits,1212838,-1,8062
No new code was committed during this review to incorporate the changes suggested,1212173,1,8062
"No, I don't find such commits during round 1.",1213423,1,8062
Two commits were done during the 2nd round.,1214066,-1,8062
2 new commits - to add additional features.,1212391,-1,8062
No new commits as fix was delivered in first round.,1213699,-1,8062
No commits were found. The last commit was 15 days back.  Suggestion: I feel that there should have been some commits as the pull request shows merge issues. The Travis CI build fails and the code climate is also not able to analyse the code. There should have been commits related to resolving these things. ,1213537,-1,8062
There is code committed during 2nd round.,1211649,-1,8062
"They have added the test cases with context as ""when participant is added to the assignment using CSV"" and the test case covers the required functionality that was intended to be  implemented",1213137,-1,8062
"Test case has been added, but Since i cannot run it locally, i am not sure if it is passing or not.",1212840,1,8062
"Team has added tests for assignment_participant model which they have changed. As the requirement was just testing one component, this is sufficient, however testing the controller would have been a more through Integration test.",1212175,-1,8062
"yes, team has added the test cases and they cover the portion tp check whether the email has been sent to or not.",1213425,-1,8062
The team has added test cases. The test coverage has increased.,1214068,-1,8062
"Yes, they have added a few new test cases. But all scenarios are not covered.",1212393,1,8062
"The team has added one test to check if email is sent or not. However, the coverage as I can see on Github log is not increased.",1213701,1,8062
The team added a test case. However coveralls shows the following.   Overall coverage decreased (-17.2%) to 19.566%  I interpreted this as as decrease in coverage. ,1213539,1,8062
Yes.,1211651,-1,8062
Yes everything is working as intended,1213138,-1,8062
The project is to refactor the existing functionality and code. The functionality seems to be working fine. ,1212176,1,8062
"Yes, this does work properly",1213426,-1,8062
The system operation works well as intended.,1214069,-1,8062
"Yes, it looks fine to me.",1212394,-1,8062
Could not find steps to replicate on UI. Documentation does not mention steps how to test the feature. More information required as I was not able to follow the steps ,1213702,1,8062
The functionality works fine. Good job team! No suggestions.,1213540,-1,8062
"The write up is well documented and covers all the needed information covering problem statement , a detailed explanation of how the functionality is implemented with what changes have been made to the different files and test case that they have added.",1213139,-1,8062
They should have added the code as a part of the writeup instead of providing links to github commits.,1212842,1,8062
"The write-up is clear , concise and explains the work done properly. Some screen shots would have been handy though",1212177,-1,8062
"Write up is really good. but little short. Could have been described with more details. Also, it would have been better if they ha uploaded the screencast of the work they had done.",1213427,1,8062
The writeup was written very nicely in the first round itself. ,1214070,-1,8062
Very detailed. Great job.,1212395,-1,8062
Writeup is descriptive. But missing the following: 1. Screenshots of implementation 2. Steps to replicate the problem  3. Instructions not provided. 4. Too many sub topics for solution implemented,1213703,1,8062
The writeup is written in a very verbose manner. They still haven't added the test plan which was missing.  Suggestion: I feel that the test plan should have been added explicitly. ,1213541,1,8062
"Yes , I think that the code can be deployed",1213140,-1,8062
"Needs some work, code climate changes, a bit of DRYness and a passing CI is needed.",1212843,1,8062
"The team has added the test case for issue#1190 which are Rspec tests. The test plan includes how to test issues #391 and #1201 by logging in as an instructor, but test cases do not seem to be present for this part.",1213991,1,8072
"I think User experience and code readability are as imp as producing a working code. So based on how urgent is the requirement for this functionality, I would prioritize refactoring the Notices and Display messages to more appropriately indicate what action was taken when we try to add a participant to the assignment or import using a CSV file. Secondly improving the comments as explained with an example in the first question.",1212178,1,8062
"Yes, it works perfectly ",1213428,-1,8062
The overall test coverage decreased by 0.6%. You could have added test cases to  response controller.rb and application helper.rb. These files have contributed the most to the decrement in test coverage.                                ,1212686,1,8072
"Build issues to be fixed. This pull request is not in ""ready to merge"" state.",1212396,1,8062
"Not sure, since could not replicate. ",1213704,1,8062
"Yes, a fairly good job in that regard. They have first explained their test plans, then even provided links to their RSPEC tests which I checked. Then they have run and shown their screenshots of the Rspec tests going through successfully. Even, so their coverage seems to be an issue since it hasn't been updates since the last submission that was 19 days ago as per their pull request which even shows a decrease in their coverage.  ",1213046,1,8072
I'm unable to get a really good idea of exactly what was done here for this project other than that it can be used as a display and rendering port and that it improves fail-safeness of browsers.,1212212,1,8171
"The build is failing, but it seems the team has it working locally. I think they can get it working with this approach.",1214043,1,8171
They have added a test for the feature implemented. But coverage has decreased by a little.,1211810,1,8072
"The Pull request shows that the code has failed all the checks. Therefore it should not be deployed.  Suggestions: Rectify the code climate, Travis Build and the merge conflict that is being displayed on the Pull request(Gemfile.lock conflict) . Once done, the code could be deployed. Functionality is working fine, no doubt but build must not be deployed unless the above issues are resoled. ",1213542,1,8062
The team has added one spec to check whether a different directory path is generated after generation of a duplicate assignment. The overall coverage decreases by 0.6% The written test covers one of the three issues given to the team. There is scope to add some more tests,1212014,1,8072
"The test plan is added and Rspec test has been added.Overall testing seems good,",1211761,-1,8072
The build hasn't passed in the travis CI,1213136,1,8062
"Because of the merge conflict in gemlock file, it is not merged and travis CI has not run.  i believe they ran bundle update and committed the file which should not happen as it updates the dependencies and might break some features.",1212839,1,8062
Travis CI tests have failed. But there are no conflicts and the build is ready to be merged with Master branch.,1212174,1,8062
No there were no conflicts and do not need to be resolved.,1213424,-1,8062
Travis CI build is failing.,1212392,1,8062
"No, Travis test did not pass. In fact, I can see test failures for each commit. Continuous integration tests has failed.",1213700,1,8062
The Travis CI build does not pass.  Suggestion: Team should have rectified this. ,1213538,1,8062
"Pull request failed the tests, so that must be fixed before merging.",1212808,1,8171
"They did add one test case, but I think it is not enough.",1212386,1,8072
"The team has added a new test to cover the functionality. But this test is failing. There could be an issue with the notice that is generated, as during run time it is set to nil and this is checked against the string provided in the test. The overall test coverage has decreased by 0.6%.",1214131,1,8072
"I couldn't test manually, but the videos show proper operation.",1213208,-1,8072
"As per their screencast(shared on the gdrive link), the feature seems to be working locally. There is no Heroku deployment or a link to the VCL present.",1213992,-1,8072
"As suggested by the Mozilla team themselves, a few errors need to be rectified. The final code also needs to be formatted using rustfmt to make it consistent with the design",1212361,1,8171
Did not even pass the auto test.,1214281,1,8171
"There can be a few changes incorporated to the code- especially the name mismatch of the web IDL and corresponding Rust file needs to be fixed. The unnecessary comments have to be removed. Moreover, the pull request shows that there are a few changes that have been requested and all checks have failed. So, the code can be merged and deployed only after these are incorporated. ",1212185,1,8171
I think that they need to fix some things that are mentioned by travis CI. Once they do that they are good to go.,1213217,1,8171
The code is almost completed. Only a few final touches will make it ready to be deployed onto the production server. Maybe the future team can also work on it to achieve some more enhanced features.,1212115,-1,8171
"I don't think this project is the type that would be deployed on a production server, and I can't say it's ready to be added because every thing in the pull failed on github.",1212213,1,8171
Still did not pass the Travis CI,1214277,1,8171
This is not an Expertiza project.,1212111,-1,8171
Everything in the pull request failed (although this is not an expertiza project),1212209,1,8171
The system works well and performs all the operations correctly. -1 for the aforementioned errors in code.,1212687,1,8072
"Yes, the code has been refactored to cover all the intended scenarios and the tests have been very well documented along with testing the edge cases as said from their videos. Their Rspec however doesn't seem to test many test cases but that's expected I guess given their problem statement. ",1213047,1,8072
Everything works as per the video linked in google drive. A link to the same can be added on the wiki page.  ,1211811,1,8072
The UI and system operation works as intended. The video provided clearly shows the issues that the team has handled.,1212015,-1,8072
"According to their video, their code works well. ",1212387,-1,8072
"One of the videos linked in the wiki has a broken link. The other link shows the functionality is working correctly.  Even though the wiki has given instructions to test the functionality, the team has not deployed there code. This has blocked manual testing.",1214132,1,8072
"The writeup is great. I could get all the info i needed to understand the problem. Could refine the describing issues section a bit as I could see sentences like "" Please take a look at the Github issue for suggestions on how to solve this.""",1213209,1,8072
"The team did not have a writeup in the last submission. In this submission, they do have a writeup with the problem statement, the files modified, approach to solving the problems, and test plan. This seems to be a significant improvement from the last submission. As for the screencast links, I think one link is absent and the other one is a YouTube video of the same project submitted last year. Please check this, I think you have added the wrong link. I would also suggest that a references section needs to be added to the Wiki page so that the deployment, pull request and other project reference links are shown.",1213993,1,8072
The write up has seen significant improvement. Flow diagram has been made and screen casts have been added to show the flow. Screen casts have been added for both bugs and functionality. Very good job,1212688,-1,8072
"Extremely well written Wiki Page, thorough and to the point with enough technical content and relevant screenshots pertaining to the before and after scenarios of the problem statements. Moreover, its a considerable improvement from the last submission where in they had nothing of the sort. ",1213048,-1,8072
"It is very well written with a nice flow diagram. The second video link on the wiki page is unavailable, which can be fixed/removed in case it is legacy.",1211812,1,8072
The write-up is comprehensive and clearly mentions the filenames where the changes have been made. Moreover the team has explained the logic behind the code in the video provided which is really helpful. The team has done a good job with respect to that. They have added an flowchart image explaining the logic behind checkbox. This adds up to the readability of the project,1212016,-1,8072
